"","custid","region","townsize","gender","age","agecat","birthmonth","ed","edcat","jobcat","union","employ","empcat","retire","income","inccat","debtinc","creddebt","othdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","hometype","address","addresscat","cars","carown","cartype","carvalue","carcatvalue","carbought","carbuy","commute","commutecat","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","cardtenurecat","card2","card2type","card2benefit","card2fee","card2tenure","card2tenurecat","carditems","cardspent","card2items","card2spent","active","bfast","tenure","churn","longmon","longten","tollfree","tollmon","tollten","equip","equipmon","equipten","callcard","cardmon","cardten","wireless","wiremon","wireten","multline","voice","pager","internet","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","lujo_si"
"2508","1217-RBIJEZ-G6B","3","4","0",60,"5","Septiembre",15,"3","2","0",3,"2","0",30,"2",15.2,0.34656,4.21344,"0","1","0",-1,"-1",2,0,0,0,0,0,0,0,0,"1","3",12,"3",3,"1","0",19.8,"1","0","0","1","1",20,"1","0","1","1","0","0","0","0","0","0","9","4","0","1","1","4","4","2","1",2,2,"3","1","1","0",1,1,13,188.09,5,130.11,"1","2",5,"0",3.6,22.5,"0",0,0,"1",28.35,100.65,"1",19.25,70,"0","0",0,"0","0","0","2","0","1","1","0","1","1",20,"1","1","1","0","1","1","0","0","0","0","0","0","0"
"2509","5678-CERNAB-YSX","4","4","1",76,"6","Julio",18,"4","2","1",1,"1","1",15,"1",17.8,0.23763,2.43237,"0","1","1",15,"3",2,2,0,2,0,0,0,0,0,"1","4",29,"5",3,"1","1",5.8,"1","1","0","1","1",23,"1","0","0","0","0","0","0","1","0","1","9","3","0","0","1","4","2","3","0",22,5,"1","2","4","1",15,4,5,98.25,6,129.5,"1","2",46,"1",7.75,361.7,"1",18.75,899.45,"0",0,0,"0",0,0,"1","32.2",1450.95,"1","0","1","1","1","1","1","1","1","1",23,"1","0","1","1","1","0","1","1","1","0","0","0","0"
"2510","8102-BGUZAU-GRZ","2","3","1",30,"3","Mayo",17,"4","1","0",2,"2","0",27,"2",11.9,0.539784,2.673216,"0","2","1",13,"2",2,10,2,1,0,0,0,7,0,"1","1",9,"3",2,"1","1",17.1,"1","0","1","8","4",32,"1","0","0","0","0","0","0","1","0","0","9","4","0","0","1","1","2","4","0",13,4,"4","3","2","0",12,4,11,575.15,5,189.66,"1","1",35,"0",14.5,463,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"1","1","0","3","0","0","0","0","1","1",18,"1","1","1","0","1","1","1","0","0","0","0","0","0"
"2511","8420-OPDZZQ-PI8","3","4","1",72,"6","Enero",7,"1","2","0",17,"5","1",15,"1",8.1,0.579555,0.635445,"0","2","1",5,"1",2,13,0,1,2,0,0,0,10,"0","2",24,"4",2,"0","0",7,"1","0","1","8","4",23,"0","0","0","0","0","0","0","1","0","0","9","4","0","0","0","2","4","3","0",21,5,"3","3","2","0",15,4,12,149.56,3,48.63,"0","2",45,"0",6.85,302.45,"0",0,0,"0",0,0,"1",14.75,585,"0","0",0,"0","0","0","0","0","0","0","0","0","1",24,"1","1","1","0","0","0","0","0","0","0","0","0","0"
"2512","2417-ZAVMCY-OAE","2","4","1",48,"4","Marzo",18,"4","1","0",6,"3","0",31,"2",24.8,1.207016,6.480984,"1","3","1",11,"1",4,0,0,0,0,0,0,0,0,"1","1",18,"4",4,"0","0",14.7,"1","1","0","1","1",23,"1","1","1","1","0","0","1","0","0","0","9","6","1","0","0","1","3","4","0",24,5,"2","2","1","0",18,5,8,307.91,8,356.46,"0","3",39,"0",17.55,620.8,"0",0,0,"1",29.1,1139.85,"1",10,355,"0","0",0,"1","0","0","2","0","0","0","0","0","1",16,"1","1","1","1","1","0","1","0","0","0","0","1","0"
"2513","0327-LHCBEE-PGD","4","4","0",27,"3","Julio",17,"4","1","0",2,"2","0",72,"3",3.1,1.468656,0.763344,"0","2","1",16,"3",7,1,0,1,0,0,0,0,0,"1","3",6,"2",4,"1","0",28.7,"2","1","0","1","1",25,"1","0","0","0","1","0","1","0","0","0","9","3","1","1","0","4","1","4","0",9,3,"1","2","4","0",9,3,6,228.51,3,118.73,"1","3",50,"0",6.15,336.2,"1",30.5,1513.85,"1",41.4,2160.35,"1",21.25,1105,"1","27.6",1404.05,"0","1","1","3","1","0","1","1","1","1",23,"1","1","1","0","1","1","1","1","1","0","0","1","0"
"2514","2933-JLRSZH-D53","5","2","1",26,"3","Noviembre",17,"4","2","0",0,"1","0",70,"3",7.9,1.02858,4.50142,"1","1","0",-1,"-1",1,2,2,0,0,0,0,0,0,"1","1",6,"2",3,"1","1",35.2,"2","0","0","1","1",22,"1","0","0","0","1","0","0","1","0","0","9","4","0","0","0","1","1","2","0",3,2,"2","4","2","1",3,2,9,425.74,3,92.15,"0","1",5,"1",2.45,9.3,"0",0,0,"0",0,0,"1",21.5,65,"0","0",0,"0","0","0","0","1","1","1","1","0","1",24,"1","1","1","0","0","1","0","0","0","0","1","0","0"
"2515","6214-XCMWPF-KII","3","2","1",61,"5","Abril",13,"2","1","0",11,"4","0",90,"4",15.4,7.84476,6.01524,"0","5","0",-1,"-1",4,5,0,1,0,0,0,0,4,"1","1",25,"4",1,"1","0",68.1,"3","0","0","5","3",37,"0","1","0","0","1","1","0","0","0","0","9","3","0","1","0","3","2","3","0",27,5,"2","4","2","0",20,5,13,176.8,3,61.49,"0","2",60,"0",12.4,770.9,"0",0,0,"0",0,0,"1",11.5,665,"0","0",0,"1","0","0","0","0","0","0","1","0","1",29,"1","1","1","0","0","0","0","0","1","0","0","0","1"
"2516","2013-CGOHYT-GS9","1","1","0",28,"3","Septiembre",18,"4","6","0",2,"2","0",29,"2",9.7,0.5626,2.2504,"1","1","1",14,"2",2,9,2,0,0,0,0,0,7,"1","1",6,"2",4,"1","1",13.6,"1","0","0","1","1",22,"1","0","0","0","1","0","0","1","0","0","9","4","1","0","0","2","4","4","0",11,4,"1","2","2","0",7,3,6,104.07,2,42.3,"1","1",21,"0",5.1,112.8,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","0","0","0","0","0","1",24,"1","1","1","0","0","0","0","0","1","1","0","0","0"
"2517","7038-BXQTWM-0AS","3","2","0",23,"2","Abril",18,"4","2","1",0,"1","0",30,"2",9.3,1.91673,0.87327,"1","3","0",-1,"-1",1,7,0,1,0,0,0,0,6,"1","3",3,"2",3,"1","1",19.8,"1","1","1","1","1",21,"1","0","0","0","0","1","0","0","0","0","9","1","1","1","1","2","3","3","0",3,2,"1","4","3","0",1,1,6,304.74,3,82.75,"1","1",3,"1",5.55,14.7,"1",24.5,68.45,"1",39.1,50.2,"1",27.25,45,"1","53.75",102.4,"1","1","1","3","1","1","1","1","1","1",27,"0","0","1","1","1","1","1","1","0","0","0","0","0"
"2518","1179-PEXZKS-9I5","5","5","1",42,"4","Diciembre",16,"3","1","0",7,"3","0",23,"1",4.9,0.109319,1.017681,"0","3","1",15,"3",2,1,1,0,0,0,0,0,0,"1","3",15,"3",1,"0","0",10,"1","0","0","4","3",43,"0","0","0","1","1","0","0","0","0","0","9","2","1","0","1","2","1","3","0",20,5,"3","2","4","0",16,5,7,151.19,3,46.03,"1","3",41,"0",8.8,375.45,"1",14.5,644.4,"1",32.9,1342,"1",10.25,410,"1","33.95",1303.8,"1","1","1","4","1","1","1","1","1","1",23,"1","1","1","0","1","1","1","1","0","0","0","0","0"
"2519","9706-GVZNPQ-X9N","4","5","1",42,"4","Abril",16,"3","2","0",2,"2","0",40,"2",7.9,0.45504,2.70496,"0","1","0",-1,"-1",1,4,1,0,0,0,0,0,3,"1","1",15,"3",2,"1","1",16.5,"1","0","0","1","1",26,"1","0","0","0","0","0","0","1","1","1","9","5","1","0","0","4","3","1","0",16,5,"3","3","1","0",16,5,10,241.8,7,166.35,"0","2",35,"0",11.75,467.1,"1",19.5,661.15,"1",36.05,1248.6,"1",11,380,"1","29.05",885.5,"1","1","0","3","1","1","1","1","1","1",15,"1","1","1","0","1","1","0","0","0","0","0","0","0"
"2520","9243-KEGJHL-JTY","2","2","1",29,"3","Mayo",12,"2","1","0",2,"2","0",24,"1",7.8,0.904176,0.967824,"1","1","1",7,"1",6,6,0,0,0,0,0,0,6,"1","1",9,"3",1,"1","0",13.6,"1","1","0","4","3",29,"0","0","0","1","1","0","0","0","0","0","9","6","0","0","0","1","4","4","0",11,4,"4","1","2","0",11,4,14,374.69,6,159.38,"0","3",48,"0",17.85,818.8,"1",35,1666.65,"0",0,0,"1",20.25,940,"0","0",0,"0","0","0","0","1","1","1","0","0","1",18,"1","1","1","0","0","0","0","0","0","1","0","0","0"
"2521","7811-JKWPRY-7EP","2","4","1",56,"5","Julio",15,"3","2","0",5,"2","0",57,"3",9,1.75446,3.37554,"0","2","1",19,"4",4,8,0,0,0,0,2,0,6,"1","1",33,"5",1,"1","0",22.2,"2","0","1","8","4",27,"0","0","0","1","1","1","0","1","0","0","9","4","0","1","0","3","3","1","0",15,4,"1","3","4","0",16,5,14,316.31,3,90.9,"0","3",45,"0",8.35,387.5,"0",0,0,"0",0,0,"1",12,545,"0","0",0,"1","0","0","2","0","0","0","0","0","1",23,"1","1","1","0","1","0","0","0","1","0","0","0","0"
"2522","7593-LRPSUY-QKT","1","2","0",18,"2","Enero",13,"2","2","0",0,"1","0",15,"1",5.1,0.225675,0.539325,"1","1","1",17,"4",5,0,0,0,0,0,0,0,0,"1","1",0,"1",2,"1","1",3.5,"1","0","1","1","1",29,"1","0","1","0","1","0","0","0","0","0","9","3","1","0","1","1","2","4","1",0,1,"3","4","3","1",0,1,13,453.24,4,103.12,"1","3",7,"1",6.55,68.6,"1",23,186.6,"1",54.8,301.35,"1",20.25,120,"1","50.45",307.8,"1","1","1","4","1","1","1","1","1","1",16,"0","0","0","1","1","1","1","1","0","0","0","0","0"
"2523","3363-NRUUKP-LI9","2","2","0",40,"4","Noviembre",15,"3","1","0",8,"3","0",44,"2",15,1.6236,4.9764,"0","2","1",10,"1",4,10,0,0,0,0,0,0,10,"1","4",6,"2",2,"1","0",22.5,"2","1","0","4","3",16,"1","1","1","1","0","0","0","1","0","0","2","4","0","0","0","1","3","3","0",23,5,"4","2","4","1",17,5,16,712.33,7,626.74,"1","1",50,"0",14.3,732.3,"1",54.75,2728.9,"1",54.2,2611.15,"1",11,535,"1","51.05",2478.65,"1","1","1","3","1","1","1","1","1","1",23,"1","1","1","1","1","1","1","1","0","0","0","0","0"
"2524","7642-UNIECR-0LW","1","2","1",30,"3","Junio",15,"3","2","0",1,"1","0",18,"1",10.8,1.057536,0.886464,"1","2","0",-1,"-1",2,7,0,0,0,0,0,0,7,"1","3",6,"2",2,"1","1",9.8,"1","1","0","1","1",36,"1","1","0","0","1","0","1","1","0","0","9","5","1","0","0","2","2","3","0",4,2,"4","1","4","0",7,3,12,231.09,4,79.07,"0","1",19,"0",5.95,121.05,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","0","0","0","0","0","1",20,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"2525","3465-AUBFOE-PD2","1","1","0",29,"3","Febrero",21,"5","2","0",0,"1","0",32,"2",14.9,0.662752,4.105248,"0","3","1",15,"3",4,16,3,3,0,0,0,0,10,"0","1",5,"2",4,"1","1",16.6,"1","0","0","1","1",22,"1","0","0","1","0","0","0","1","0","0","9","5","0","1","1","1","2","2","0",11,4,"2","3","3","0",11,4,9,280.65,5,124.93,"1","1",15,"0",6.95,103.7,"0",0,0,"1",33.3,477.85,"1",15.75,200,"0","0",0,"1","0","1","4","0","0","0","0","0","1",25,"1","1","1","0","1","1","1","0","0","0","0","0","0"
"2526","0436-OYXWQA-21R","2","1","0",41,"4","Mayo",22,"5","2","0",2,"2","0",61,"3",3.8,0.345382,1.972618,"0","3","0",-1,"-1",1,0,0,0,0,0,0,0,0,"1","1",17,"4",3,"1","1",36.8,"2","0","0","1","1",22,"1","0","0","0","0","0","0","0","0","0","9","3","0","1","0","4","2","1","0",14,4,"1","3","3","1",7,3,10,229.28,3,70.21,"0","3",33,"1",18.1,584.45,"0",0,0,"1",28.4,859.1,"1",7.5,220,"0","0",0,"1","0","0","4","0","0","0","0","1","1",21,"1","1","1","0","1","1","1","0","1","0","1","1","0"
"2527","7640-WGNPOL-XKA","4","2","1",24,"2","Abril",16,"3","4","0",2,"2","0",29,"2",6.2,0.47647,1.32153,"0","2","1",15,"3",4,0,0,0,0,0,0,0,0,"1","1",4,"2",1,"1","1",13.3,"1","0","1","5","3",22,"0","0","0","0","1","0","0","1","0","0","9","4","0","0","0","3","1","2","0",4,2,"1","1","4","0",2,2,7,135.54,4,73.96,"1","2",5,"1",3.8,18.15,"1",16.5,98.85,"1",46.65,164.4,"1",14,45,"1","37.6",127.55,"0","1","1","4","1","1","1","1","1","1",17,"1","0","1","0","1","1","1","0","0","0","0","0","0"
"2528","9654-LNSZSZ-KR0","5","5","1",60,"5","Agosto",18,"4","2","0",6,"3","0",86,"4",15.7,7.642132,5.859868,"1","3","0",-1,"-1",1,3,0,3,0,0,0,0,0,"1","1",10,"3",1,"1","0",53.8,"3","0","0","4","3",28,"0","0","0","1","1","1","1","1","0","0","9","4","0","0","0","4","2","3","0",13,4,"1","2","3","0",11,4,8,172.55,1,18.44,"0","3",30,"0",9.7,244.15,"1",14.25,437.6,"1",32.85,915.65,"0",0,0,"1","25.2",720.45,"1","1","1","4","0","1","0","0","1","1",19,"1","1","1","0","1","1","1","0","1","0","0","0","1"
"2529","1569-HKZECB-XL5","4","1","1",32,"3","Octubre",13,"2","1","1",3,"2","0",50,"3",6.1,1.21085,1.83915,"0","4","0",-1,"-1",1,3,0,0,0,0,0,0,3,"0","2",4,"2",4,"1","1",24.2,"2","0","0","1","1",22,"1","0","0","0","0","0","0","0","0","1","9","6","0","1","0","3","1","3","0",11,4,"1","2","4","0",11,4,11,529.07,5,221.95,"0","3",25,"1",16.9,458.85,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"1","0","0","0","0","0","0","0","0","1",25,"1","1","1","0","0","0","1","0","0","0","0","0","0"
"2530","4342-GOCXRF-KNA","1","1","1",45,"4","Febrero",9,"1","2","0",7,"3","0",57,"3",12.7,2.67843,4.56057,"0","2","1",10,"1",3,9,0,0,0,0,0,0,9,"1","1",15,"3",3,"1","0",26.9,"2","1","0","1","1",20,"1","0","0","0","0","0","0","1","0","0","9","7","1","0","1","2","3","3","0",18,5,"4","1","2","0",18,5,6,193.5,0,0,"0","2",42,"0",7.5,295.45,"1",52.25,2235.75,"0",0,0,"1",19.5,840,"1","49.15",2072.05,"1","1","1","1","1","1","1","1","1","1",18,"1","1","1","0","1","0","1","1","0","0","0","0","0"
"2531","2020-ARIZML-WUU","4","3","0",56,"5","Noviembre",9,"1","3","0",31,"5","0",150,"5",16.1,0.6762,23.4738,"0","5","1",11,"1",2,0,0,0,0,0,0,0,0,"1","1",29,"5",1,"1","0",64.6,"3","0","0","8","4",17,"0","0","0","0","0","0","0","1","0","0","2","6","0","1","0","3","4","3","0",38,5,"2","3","1","0",29,5,10,507.88,5,152.44,"1","2",71,"0",49.5,3583.5,"1",54,3814.5,"0",0,0,"1",15.25,1075,"0","0",0,"0","0","0","0","1","1","1","1","0","1",25,"1","1","1","0","0","1","0","0","1","0","0","1","1"
"2532","5969-WEBDHU-09J","2","1","1",22,"2","Julio",17,"4","2","1",0,"1","0",22,"1",4.5,0.60093,0.38907,"0","2","0",-1,"-1",1,4,0,0,4,0,0,0,0,"0","1",2,"1",0,"-1","-1",-1,"-1","-1","1","3","2",18,"0","0","1","0","0","0","0","0","0","0","9","6","1","0","1","4","1","1","1",4,2,"2","3","2","0",4,2,7,185.13,8,209.11,"1","3",15,"1",4.85,74.85,"1",21.5,283.4,"1",39.7,542.05,"1",8.75,95,"1","38.9",531.35,"1","1","1","4","1","1","1","1","1","1",16,"1","1","1","1","1","1","1","1","0","0","0","0","0"
"2533","9430-SCHEUM-ZDG","5","4","1",38,"4","Octubre",18,"4","1","0",3,"2","0",117,"4",9.9,4.98069,6.60231,"1","5","0",-1,"-1",2,2,0,2,0,0,0,0,0,"0","1",12,"3",1,"1","1",64.6,"3","0","1","8","4",29,"0","0","0","0","0","1","0","1","0","0","9","1","1","0","1","2","3","4","0",12,4,"3","4","1","0",14,4,11,542.61,7,387.32,"0","3",30,"0",4.05,117.7,"0",0,0,"1",31.3,890.9,"0",0,0,"0","0",0,"0","0","0","2","0","0","0","0","0","1",21,"1","1","1","0","1","1","1","0","1","0","0","1","1"
"2534","5325-BHFFWU-HEF","2","5","0",75,"6","Agosto",17,"4","5","0",19,"5","1",18,"1",4.4,0.203544,0.588456,"0","2","1",14,"2",2,1,1,0,0,0,0,0,0,"1","1",51,"5",2,"0","1",11.3,"1","1","0","8","4",24,"0","0","0","0","0","0","1","1","0","1","9","6","1","0","1","2","4","1","0",28,5,"4","4","4","0",21,5,6,92.61,7,144.62,"0","2",56,"1",16.95,905.1,"0",0,0,"0",0,0,"1",14.75,785,"0","0",0,"1","0","0","0","0","0","0","1","0","1",20,"1","1","1","0","1","0","0","0","1","0","0","0","0"
"2535","8537-DBOZNQ-AH6","1","1","1",65,"6","Julio",19,"4","6","1",25,"5","1",44,"2",4.3,0.54868,1.34332,"0","3","0",-1,"-1",1,0,0,0,0,0,0,0,0,"1","1",42,"5",3,"1","0",19.6,"1","0","0","1","1",27,"1","0","0","0","0","0","0","0","0","0","9","2","1","1","1","1","1","2","0",10,3,"4","4","4","1",9,3,10,502.08,5,208.89,"0","3",43,"1",5.4,215.6,"0",0,0,"1",31.7,1356,"0",0,0,"0","0",0,"1","0","0","2","0","0","0","0","1","1",18,"1","1","1","0","1","1","1","0","0","0","0","0","0"
"2536","9184-NSLRZE-BIB","5","4","0",49,"4","Enero",13,"2","1","1",13,"4","0",51,"3",13.9,1.502868,5.586132,"0","4","0",-1,"-1",1,0,0,0,0,0,0,0,0,"1","1",20,"4",3,"1","0",28.6,"2","0","0","1","1",23,"1","0","0","0","0","0","0","0","1","0","9","4","1","0","0","2","3","2","0",20,5,"4","3","4","0",16,5,11,144.15,3,43.48,"0","2",39,"0",6.25,250.6,"1",14.25,514.5,"0",0,0,"1",31.25,1135,"0","0",0,"1","0","0","0","1","1","1","1","0","1",26,"1","1","1","0","0","0","1","0","0","0","0","0","0"
"2537","2069-CWGIPK-4TQ","4","4","1",24,"2","Julio",17,"4","1","0",0,"1","0",12,"1",3.7,0.059496,0.384504,"0","1","0",-1,"-1",3,0,0,0,0,0,0,0,0,"1","1",4,"2",2,"1","1",6.1,"1","0","1","1","1",29,"1","0","0","1","0","0","0","0","1","0","9","1","1","0","1","1","2","1","0",1,1,"4","4","2","0",1,1,12,662.81,8,402.51,"1","1",1,"1",2,2,"1",12.5,12.5,"1",23.5,23.5,"0",0,0,"0","0",0,"0","0","1","2","1","0","0","0","1","0",0,"0","0","1","0","1","1","1","0","0","0","0","0","0"
"2538","7559-QKGIGO-N2H","5","3","1",37,"4","Agosto",13,"2","1","0",6,"3","0",27,"2",12.1,0.761211,2.505789,"0","2","1",15,"3",2,1,0,1,0,0,0,0,0,"1","1",11,"3",2,"1","0",13.1,"1","1","1","1","1",26,"1","1","0","1","0","0","0","1","0","0","9","4","0","1","0","3","4","2","0",19,5,"2","4","1","0",19,5,7,126.4,6,165.48,"1","3",71,"0",25.65,1831.85,"1",59.75,4126,"0",0,0,"1",50,3520,"0","0",0,"1","0","0","0","1","1","1","1","0","1",20,"1","1","1","0","0","0","0","0","1","0","1","1","0"
"2539","1080-FIOSCN-MRJ","2","1","0",75,"6","Febrero",21,"5","5","1",36,"5","1",22,"1",16.3,0.491282,3.094718,"0","5","1",21,"5",2,2,2,0,0,0,0,0,0,"0","2",42,"5",2,"1","1",11.4,"1","0","1","8","4",18,"0","0","1","0","1","0","0","1","0","0","9","4","0","0","0","4","3","2","0",40,5,"3","4","2","0",30,5,11,248.03,1,17.95,"1","2",72,"0",51.8,3755.35,"1",40.5,2887.9,"1",48.75,3472.5,"1",31.75,2230,"1","66.5",4623.05,"1","1","0","0","1","1","0","1","0","1",21,"1","1","1","0","1","1","0","0","1","0","0","0","0"
"2540","5962-VYGGCY-1ZE","1","1","0",39,"4","Marzo",14,"2","1","0",3,"2","0",19,"1",12.1,0.473594,1.825406,"1","2","0",-1,"-1",1,15,2,4,1,0,0,0,8,"1","1",9,"3",3,"0","1",11,"1","0","0","1","1",23,"1","0","0","0","0","0","0","0","0","0","9","3","1","0","1","4","1","3","0",2,2,"3","4","1","0",2,2,8,249.45,6,219.92,"1","3",8,"0",3.95,30.85,"0",0,0,"1",25.75,184,"0",0,0,"0","0",0,"0","0","0","4","0","0","0","0","0","1",30,"0","1","1","0","1","1","1","0","0","0","0","0","0"
"2541","3748-AGLQOZ-FTB","2","1","0",32,"3","Diciembre",13,"2","3","0",3,"2","0",29,"2",11.8,1.858146,1.563854,"0","2","1",11,"1",4,0,0,0,0,0,0,0,0,"1","4",11,"3",2,"1","1",11.4,"1","0","1","1","1",17,"1","0","1","1","1","0","0","0","0","0","9","1","1","1","1","1","1","1","0",14,4,"3","2","2","0",15,4,10,627.98,6,291.53,"0","1",44,"0",10.6,448.85,"0",0,0,"0",0,0,"1",19,855,"0","0",0,"1","0","0","0","0","1","0","0","0","1",24,"1","1","1","0","1","0","0","0","0","0","1","0","0"
"2542","6297-YLBVQR-CWT","3","5","1",24,"2","Junio",11,"1","1","0",2,"2","0",17,"1",11,1.01728,0.85272,"0","1","1",11,"1",4,0,0,0,0,0,0,0,0,"0","1",3,"2",0,"-1","-1",-1,"-1","-1","1","8","4",32,"0","0","0","1","1","0","0","1","0","0","9","3","0","0","1","3","1","1","1",6,3,"4","4","2","0",6,3,5,101.14,9,187.87,"0","3",13,"0",4.95,63.25,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","1","0","0","0","0","0",0,"1","0","1","0","0","1","0","0","1","0","0","0","0"
"2543","4440-DCYMEU-U69","1","2","1",32,"3","Enero",14,"2","2","0",1,"1","0",23,"1",12.5,0.41975,2.45525,"1","1","0",-1,"-1",1,10,0,1,0,0,0,0,9,"0","2",7,"2",3,"1","1",11.8,"1","0","0","1","1",21,"1","0","1","0","0","0","0","0","0","0","2","3","1","0","0","2","2","4","0",1,1,"1","3","3","0",1,1,7,456.7,3,153.36,"0","1",1,"1",2.05,2.05,"0",0,0,"1",24.3,24.3,"1",27.75,27.75,"0","0",0,"0","0","0","2","0","0","1","1","1","1",14,"0","0","0","0","1","0","1","0","0","0","0","0","0"
"2544","6997-HXHTRX-8X2","1","4","1",58,"5","Febrero",8,"1","2","0",6,"3","0",38,"2",9.1,0.314678,3.143322,"0","4","0",-1,"-1",2,6,0,0,0,0,0,0,6,"0","2",16,"4",3,"1","1",23.8,"2","1","0","1","1",17,"1","0","0","0","0","0","0","1","0","0","9","4","0","0","0","3","2","4","1",17,5,"5","2","3","0",11,4,11,464.39,7,164.65,"1","1",34,"0",5.55,200.45,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"1","0","0","0","0","0","0","0","0","1",17,"1","1","1","0","0","0","0","0","1","1","0","0","0"
"2545","4449-HKMUFN-CMN","1","1","1",27,"3","Noviembre",19,"4","1","0",0,"1","0",144,"5",4.9,2.427264,4.628736,"0","1","1",14,"2",4,2,2,0,0,0,0,0,0,"1","1",7,"2",1,"1","1",74,"3","0","0","3","2",27,"0","0","1","0","0","0","0","0","0","0","4","6","0","0","0","4","1","1","0",9,3,"2","1","3","0",9,3,10,344.07,6,251.92,"0","3",26,"0",8.7,228.85,"0",0,0,"1",32.3,727.1,"1",7.75,215,"0","0",0,"1","1","1","2","0","0","0","0","1","1",28,"1","1","1","0","1","1","1","0","1","0","0","0","1"
"2546","8056-XUMPFP-8TM","3","3","0",63,"5","Junio",18,"4","3","0",17,"5","0",52,"3",9.6,1.94688,3.04512,"0","3","0",-1,"-1",1,10,1,0,0,0,0,0,9,"1","1",25,"4",4,"1","0",31,"2","1","0","1","1",30,"1","0","0","1","0","0","0","0","0","0","9","1","1","0","0","2","2","1","0",24,5,"1","1","1","0",18,5,18,841.09,4,188.93,"1","1",56,"1",9.25,547.7,"0",0,0,"0",0,0,"1",15,870,"1","54.65",3013.8,"1","1","1","4","1","0","1","1","1","1",22,"1","1","1","0","1","1","1","1","1","1","1","0","0"
"2547","9761-RVCLUC-SR2","4","3","0",28,"3","Noviembre",21,"5","2","0",0,"1","0",29,"2",9.1,0.815451,1.823549,"1","1","1",20,"5",5,2,0,2,0,0,0,0,0,"1","2",8,"3",5,"1","1",12.2,"1","0","0","1","1",34,"1","1","0","1","1","0","0","0","0","0","9","4","0","0","0","4","4","1","0",3,2,"3","1","3","0",4,2,20,524.88,6,101.15,"1","1",5,"1",6.9,34.25,"1",20.25,79.55,"1",31.9,150.05,"0",0,0,"1","24.55",93.1,"0","1","1","4","1","1","0","1","0","1",19,"1","1","1","0","1","1","1","1","0","0","1","0","0"
"2548","8295-DLFLWB-M19","4","5","0",58,"5","Enero",16,"3","1","0",11,"4","0",133,"5",20.7,7.075467,20.455533,"1","5","0",-1,"-1",1,0,0,0,0,0,0,0,0,"0","2",16,"4",1,"1","0",57.5,"3","1","0","8","4",31,"1","0","0","0","1","1","1","1","1","0","9","2","1","1","0","4","1","3","0",28,5,"2","3","1","0",26,5,9,259.81,3,116.7,"0","1",67,"0",17.7,1158.25,"0",0,0,"0",0,0,"1",17.5,1105,"0","0",0,"1","0","0","0","0","0","0","0","0","1",16,"1","1","1","0","0","0","0","0","1","0","0","0","1"
"2549","2479-IAFSMS-RCY","2","1","1",56,"5","Diciembre",15,"3","6","0",12,"4","0",140,"5",8.2,1.13652,10.34348,"0","4","0",-1,"-1",1,10,1,0,4,0,0,0,5,"1","1",30,"5",2,"1","0",72.8,"3","0","1","1","1",25,"1","0","0","0","0","0","0","1","0","1","9","5","1","0","0","4","1","2","0",11,4,"2","2","2","0",6,3,8,194.47,5,174.13,"1","1",21,"0",6.4,148.6,"1",12.25,223.1,"1",35.25,689.85,"1",15,305,"1","24.15",559.55,"1","1","0","4","0","1","1","0","1","1",17,"1","1","1","0","1","1","1","1","0","0","0","0","1"
"2550","6715-JQGZKD-H93","1","1","0",59,"5","Junio",9,"1","1","1",17,"5","0",74,"3",9,0.67266,5.98734,"0","4","1",12,"2",2,7,0,2,0,0,0,0,5,"1","1",32,"5",1,"1","1",30,"2","0","0","1","1",23,"1","0","0","0","0","0","0","0","0","1","1","6","0","0","0","3","4","2","0",28,5,"5","2","2","0",18,5,16,384.96,4,99.53,"1","1",54,"0",16.2,824,"0",0,0,"0",0,0,"1",21.75,1205,"0","0",0,"1","0","0","0","0","0","0","0","0","1",23,"1","1","1","0","0","0","0","0","1","0","0","0","0"
"2551","8771-CZJBYG-23D","2","1","0",75,"6","Junio",14,"2","5","0",40,"5","1",134,"5",4.8,3.453984,2.978016,"0","5","1",14,"2",2,1,0,1,0,0,0,0,0,"1","3",43,"5",1,"0","0",61.3,"3","1","1","3","2",17,"0","0","1","1","0","0","0","0","0","0","3","4","1","0","0","4","2","4","0",32,5,"3","3","4","0",27,5,14,396.64,2,68.45,"0","2",70,"0",20.15,1373.9,"1",26.75,1819.9,"0",0,0,"1",39.5,2580,"0","0",0,"1","1","0","1","1","0","1","1","0","1",17,"1","1","1","0","1","0","0","1","1","0","0","0","1"
